fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new
cf_7628,7628,test,P17,Orpheus Island National Park,"{}, which is located in","Orpheus Island National Park, which is located in",paraphrase_01,paraphrase_prompts,It has been reported that it was an imported case. Orpheus Island National Park is located in,Australia,Australia,Italy
cf_3309,3309,test,P106,Dino Saluzzi,{}'s profession is a,Dino Saluzzi's profession is a,paraphrase_00,paraphrase_prompts,There were only two trained nurses at the institution. Dino Saluzzi's profession is an,composer,composer,actor
cf_3309,3309,test,P106,Dino Saluzzi,{}'s profession is a,Dino Saluzzi's profession is a,paraphrase_01,paraphrase_prompts,The fangs of vampires are one of their defining characteristics. Dino Saluzzi's occupation is,composer,composer,actor
cf_12455,12455,test,P131,Cumberland University,{} can be found in,Cumberland University can be found in,paraphrase_00,paraphrase_prompts,"RIAA Labels

 1500
 19 Recordings
 2.O.G. Cumberland University is within",Tennessee,Tennessee,Cardiff
cf_12455,12455,test,P131,Cumberland University,{} can be found in,Cumberland University can be found in,paraphrase_01,paraphrase_prompts,Cormier is a former UFC heavyweight and light heavyweight champion. Cumberland University is in,Tennessee,Tennessee,Cardiff
cf_9108,9108,test,P495,Desejos de Mulher,"{}, that was created in","Desejos de Mulher, that was created in",paraphrase_00,paraphrase_prompts,"The station's transmitter is located in Brgy. Desejos de Mulher, created in",Brazil,Brazil,Poland
cf_9108,9108,test,P495,Desejos de Mulher,"{}, that was created in","Desejos de Mulher, that was created in",paraphrase_01,paraphrase_prompts,"£65000 was paid out already under the insurance policy. Desejos de Mulher, that was formulated in",Brazil,Brazil,Poland
cf_14857,14857,test,P364,Thiruda Thirudi,The language of {} is,The language of Thiruda Thirudi is,paraphrase_00,paraphrase_prompts,Steel control tower. The original language of Thiruda Thirudi is,Tamil,Tamil,English
cf_14857,14857,test,P364,Thiruda Thirudi,The language of {} is,The language of Thiruda Thirudi is,paraphrase_01,paraphrase_prompts,Oxford: Oxford University Press. The original language of Thiruda Thirudi was,Tamil,Tamil,English
cf_20830,20830,test,P30,Mount Hallgren,{} is in,Mount Hallgren is in,paraphrase_00,paraphrase_prompts,"Thumos: Courage, energy, and determination. Mount Hallgren is located in",Antarctica,Antarctica,Africa
cf_20830,20830,test,P30,Mount Hallgren,{} is in,Mount Hallgren is in,paraphrase_01,paraphrase_prompts,Bangla Academy's Uttaradhikar magazine published his first novel Jabojjibon. Mount Hallgren is located in the continent,Antarctica,Antarctica,Africa
cf_11954,11954,test,P37,Ticino,The law in {} declares the language,The law in Ticino declares the language,paraphrase_00,paraphrase_prompts,"An extant clade, the lampreys may approximate ancient pre-jawed fish. In Ticino, they understand",Italian,Italian,Swedish
cf_11954,11954,test,P37,Ticino,The law in {} declares the language,The law in Ticino declares the language,paraphrase_01,paraphrase_prompts,"For services to the Railway Industry. In Ticino, an official language is",Italian,Italian,Swedish
cf_5329,5329,test,P740,Nintendo Software Planning & Development,{} was created in,Nintendo Software Planning & Development was created in,paraphrase_00,paraphrase_prompts,The town Stetten im Remstal belongs to the municipality. Nintendo Software Planning & Development originated in,Japan,Japan,Paris
cf_5329,5329,test,P740,Nintendo Software Planning & Development,{} was created in,Nintendo Software Planning & Development was created in,paraphrase_01,paraphrase_prompts,"In 2002, Urban posed nude for Playgirl. Nintendo Software Planning & Development that was founded in",Japan,Japan,Paris
cf_12130,12130,test,P17,Simdega,{} is located in the country of,Simdega is located in the country of,paraphrase_00,paraphrase_prompts,Hans Gutmann was born in Cologne. Simdega is located in,India,India,Libya
cf_12130,12130,test,P17,Simdega,{} is located in the country of,Simdega is located in the country of,paraphrase_01,paraphrase_prompts,"Vol. Simdega, in",India,India,Libya
cf_11641,11641,test,P1412,Baal Shem of London,{} speaks the language,Baal Shem of London speaks the language,paraphrase_00,paraphrase_prompts,Many marks of Ukrainian origin. Baal Shem of London speaks,Hebrew,Hebrew,French
cf_11641,11641,test,P1412,Baal Shem of London,{} speaks the language,Baal Shem of London speaks the language,paraphrase_01,paraphrase_prompts,"Publications
Paul Beasley (editor). The language used by Baal Shem of London is",Hebrew,Hebrew,French
cf_6865,6865,test,P1412,Orchidea De Santis,{} speaks,Orchidea De Santis speaks,paraphrase_00,paraphrase_prompts,pp. Orchidea De Santis speaks the language,Italian,Italian,Spanish
cf_6865,6865,test,P1412,Orchidea De Santis,{} speaks,Orchidea De Santis speaks,paraphrase_01,paraphrase_prompts,"Fernand St. Germain (D)
 . Orchidea De Santis writes in",Italian,Italian,Spanish
cf_8748,8748,test,P159,Jimdo,{} is based in,Jimdo is based in,paraphrase_00,paraphrase_prompts,"Sqn Ldr David Ronald Speed, Royal Air Force Volunteer Reserve. Jimdo is headquartered in",Hamburg,Hamburg,Jakarta
cf_8748,8748,test,P159,Jimdo,{} is based in,Jimdo is based in,paraphrase_01,paraphrase_prompts,Reminiscence. Jimdo's headquarters are in,Hamburg,Hamburg,Jakarta
cf_21234,21234,test,P937,Selma Kurz,{} was employed in,Selma Kurz was employed in,paraphrase_00,paraphrase_prompts,There are several hotels near Bhimashankar. Selma Kurz took up work in,Vienna,Vienna,London
cf_21234,21234,test,P937,Selma Kurz,{} was employed in,Selma Kurz was employed in,paraphrase_01,paraphrase_prompts,"Nowadays, he is UCMF's Honorary Chairman, along with Bernard Grimaldi. Selma Kurz used to work in",Vienna,Vienna,London
cf_2339,2339,test,P495,Bituin,"{}, created in","Bituin, created in",paraphrase_00,paraphrase_prompts,Rhodes Center was Atlanta's first shopping center. Bituin from,Philippines,Philippines,Japan
cf_2339,2339,test,P495,Bituin,"{}, created in","Bituin, created in",paraphrase_01,paraphrase_prompts,"Reston, Virginia: US Geological Survey, 1988. Bituin, developed in",Philippines,Philippines,Japan
cf_19960,19960,test,P39,Pelagius II,{}'s position is,Pelagius II's position is,paraphrase_00,paraphrase_prompts,"(Special mention for Prix Cesco Tomaselli, 2009). Pelagius II holds the title of",pope,pope,Shah
cf_19960,19960,test,P39,Pelagius II,{}'s position is,Pelagius II's position is,paraphrase_01,paraphrase_prompts,"They have since attracted an international audience. Pelagius II, whose position is that of",pope,pope,Shah
cf_20806,20806,test,P1412,Henri Queuille,{} speaks,Henri Queuille speaks,paraphrase_00,paraphrase_prompts,"Oxford, 1996. Henri Queuille writes in",French,French,English
cf_20806,20806,test,P1412,Henri Queuille,{} speaks,Henri Queuille speaks,paraphrase_01,paraphrase_prompts,It was described by George Hampson in 1897. Henri Queuille speaks the language,French,French,English
cf_5607,5607,test,P264,Ma Rainey,"{}, that is represented by","Ma Rainey, that is represented by",paraphrase_00,paraphrase_prompts,She graduated in 1935 with an A.B. Ma Rainey is represented by music label,Paramount,Paramount,Fantasy
cf_5607,5607,test,P264,Ma Rainey,"{}, that is represented by","Ma Rainey, that is represented by",paraphrase_01,paraphrase_prompts,Both events were held in a triple knockout format. Ma Rainey recorded for,Paramount,Paramount,Fantasy
cf_17502,17502,test,P101,Luca Pacioli,The domain of activity of {} is,The domain of activity of Luca Pacioli is,paraphrase_00,paraphrase_prompts,"Its meaning is ""person who brings kind news"". Luca Pacioli's domain of work is",mathematics,mathematics,physics
cf_17502,17502,test,P101,Luca Pacioli,The domain of activity of {} is,The domain of activity of Luca Pacioli is,paraphrase_01,paraphrase_prompts,They talked. Luca Pacioli specializes in,mathematics,mathematics,physics
cf_8021,8021,test,P138,Split Airport,{} was named for,Split Airport was named for,paraphrase_00,paraphrase_prompts,"Nxf5+ Kg6 39. Split Airport, which was called after",Split,Split,Sweden
cf_8021,8021,test,P138,Split Airport,{} was named for,Split Airport was named for,paraphrase_01,paraphrase_prompts,88 gigawatts? Split Airport is called after,Split,Split,Sweden
cf_5354,5354,test,P20,Aram Khachaturian,{} died in,Aram Khachaturian died in,paraphrase_00,paraphrase_prompts,"(Montreal: Wilson & Lafleur, 2008) at pp. Aram Khachaturian's life ended in",Moscow,Moscow,Berlin
cf_5354,5354,test,P20,Aram Khachaturian,{} died in,Aram Khachaturian died in,paraphrase_01,paraphrase_prompts,Kettle's first series of portraits appeared in the 1760s. Aram Khachaturian lost their life at,Moscow,Moscow,Berlin
cf_15147,15147,test,P176,Ferrari Berlinetta Boxer,"{}, developed by","Ferrari Berlinetta Boxer, developed by",paraphrase_00,paraphrase_prompts,He is described by Clement of Alexandria (Strom. Ferrari Berlinetta Boxer is developed by,Ferrari,Ferrari,Cadillac
cf_15147,15147,test,P176,Ferrari Berlinetta Boxer,"{}, developed by","Ferrari Berlinetta Boxer, developed by",paraphrase_01,paraphrase_prompts,Freudenthal became interested in medical devices. Ferrari Berlinetta Boxer is produced by,Ferrari,Ferrari,Cadillac
cf_12433,12433,test,P413,Arnie Herber,"{}, who plays the position","Arnie Herber, who plays the position",paraphrase_00,paraphrase_prompts,CRC won 14 seats and AIFB three. Which position does Arnie Herber play? They play as,quarterback,quarterback,midfielder
cf_12433,12433,test,P413,Arnie Herber,"{}, who plays the position","Arnie Herber, who plays the position",paraphrase_01,paraphrase_prompts,503–14. Arnie Herber plays in the position of,quarterback,quarterback,midfielder
cf_8845,8845,test,P19,Junichi Suwabe,{} was born in,Junichi Suwabe was born in,paraphrase_00,paraphrase_prompts,"See also
Drum magazine
Magazine

References

Category:Magazines (firearms)
Category:Firearm components Junichi Suwabe is originally from",Tokyo,Tokyo,Nottingham
cf_8845,8845,test,P19,Junichi Suwabe,{} was born in,Junichi Suwabe was born in,paraphrase_01,paraphrase_prompts,The Bundesarbeitsgericht is located in the city of Erfurt. Junichi Suwabe was originally from,Tokyo,Tokyo,Nottingham
cf_20971,20971,test,P176,Chevrolet Corvette C5-R,{} is produced by,Chevrolet Corvette C5-R is produced by,paraphrase_00,paraphrase_prompts,"which consisted of Edgewood and Overbrook Regional High School. Chevrolet Corvette C5-R, produced by",Chevrolet,Chevrolet,Atari
cf_20971,20971,test,P176,Chevrolet Corvette C5-R,{} is produced by,Chevrolet Corvette C5-R is produced by,paraphrase_01,paraphrase_prompts,"Uncut called Pornography ""a masterpiece of claustrophobic self-loathing"". Chevrolet Corvette C5-R, created by",Chevrolet,Chevrolet,Atari
cf_18250,18250,test,P27,Rudolf Viest,{} has a citizenship from,Rudolf Viest has a citizenship from,paraphrase_00,paraphrase_prompts,Kösem is enraged and vows for revenge. Rudolf Viest is a citizen of,Slovakia,Slovakia,Norway
cf_18250,18250,test,P27,Rudolf Viest,{} has a citizenship from,Rudolf Viest has a citizenship from,paraphrase_01,paraphrase_prompts,"Personal life
Shea has been married twice. Rudolf Viest holds a citizenship from",Slovakia,Slovakia,Norway
cf_7196,7196,test,P159,World Association of Girl Guides and Girl Scouts,{} is headquartered in,World Association of Girl Guides and Girl Scouts is headquartered in,paraphrase_00,paraphrase_prompts,For services to Local Government. The headquarter of World Association of Girl Guides and Girl Scouts is located in,London,London,Barcelona
cf_7196,7196,test,P159,World Association of Girl Guides and Girl Scouts,{} is headquartered in,World Association of Girl Guides and Girl Scouts is headquartered in,paraphrase_01,paraphrase_prompts,Papers (1876-1910). The headquarter of World Association of Girl Guides and Girl Scouts is in,London,London,Barcelona
cf_10626,10626,test,P103,Valentin Conrart,The mother tongue of {} is,The mother tongue of Valentin Conrart is,paraphrase_00,paraphrase_prompts,"Gradually, the magazine peaked the interest of many Nepali-speaking Bhutanese. Valentin Conrart, a native",French,French,English
cf_10626,10626,test,P103,Valentin Conrart,The mother tongue of {} is,The mother tongue of Valentin Conrart is,paraphrase_01,paraphrase_prompts,"By early 2011, the website was offline as well. Valentin Conrart spoke the language",French,French,English
cf_1832,1832,test,P740,The Postal Service,"{}, that was formed in","The Postal Service, that was formed in",paraphrase_00,paraphrase_prompts,He resigned his professorship in 1594. The Postal Service was formed in,Seattle,Seattle,Toronto
cf_1832,1832,test,P740,The Postal Service,"{}, that was formed in","The Postal Service, that was formed in",paraphrase_01,paraphrase_prompts,Stodden was managed by Hutchison. The Postal Service originated in,Seattle,Seattle,Toronto
cf_7505,7505,test,P27,Thomas Laird Kennedy,"{}, who has a citizenship from","Thomas Laird Kennedy, who has a citizenship from",paraphrase_00,paraphrase_prompts,"Birmingham, AL: Harris Saunders, 1972. Thomas Laird Kennedy, who holds a citizenship from",Canada,Canada,France
cf_7505,7505,test,P27,Thomas Laird Kennedy,"{}, who has a citizenship from","Thomas Laird Kennedy, who has a citizenship from",paraphrase_01,paraphrase_prompts,It is orbited by a small moon named Linus. Thomas Laird Kennedy is a citizen of,Canada,Canada,France
cf_1051,1051,test,P30,Vistula,{} is located in the continent,Vistula is located in the continent,paraphrase_00,paraphrase_prompts,There is an exceptionally large cromlech at Ballyganner. Vistula is a part of the continent of,Europe,Europe,Antarctica
cf_1051,1051,test,P30,Vistula,{} is located in the continent,Vistula is located in the continent,paraphrase_01,paraphrase_prompts,are grouped together as the 'Skomer Volcanic Series'. Vistula is in,Europe,Europe,Antarctica
cf_10336,10336,test,P19,Barney Balaban,{} was native to,Barney Balaban was native to,paraphrase_00,paraphrase_prompts,(1967). Barney Balaban originates from,Chicago,Chicago,Ottawa
cf_10336,10336,test,P19,Barney Balaban,{} was native to,Barney Balaban was native to,paraphrase_01,paraphrase_prompts,"Category:Polypteridae
Category:Fish described in 1829 Barney Balaban is originally from",Chicago,Chicago,Ottawa
cf_13145,13145,test,P131,Arundel Formation,{} is located in,Arundel Formation is located in,paraphrase_00,paraphrase_prompts,"The major crops are cotton, wheat, and sugar cane. Arundel Formation, in",Maryland,Maryland,Illinois
cf_13145,13145,test,P131,Arundel Formation,{} is located in,Arundel Formation is located in,paraphrase_01,paraphrase_prompts,"Cpl David John Nelson, Corps of Royal Engineers. Arundel Formation can be found in",Maryland,Maryland,Illinois
cf_8773,8773,test,P106,Giovanni Maria Nanino,{}'s profession is a,Giovanni Maria Nanino's profession is a,paraphrase_00,paraphrase_prompts,"References
 Chatfield, Michael. The profession of Giovanni Maria Nanino is",composer,composer,astronaut
cf_8773,8773,test,P106,Giovanni Maria Nanino,{}'s profession is a,Giovanni Maria Nanino's profession is a,paraphrase_01,paraphrase_prompts,"Patrick John Warren, For services to community welfare, Sierra Leone. Giovanni Maria Nanino's profession is an",composer,composer,astronaut
cf_2168,2168,test,P37,American Samoa,"In {}, the language spoken is","In American Samoa, the language spoken is",paraphrase_00,paraphrase_prompts,"Scary Larry of GamePro panned the PlayStation version. In American Samoa, they understand",English,English,Swedish
