fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new,model_name,generated_answer,graded_answer_segment,matched_answer,is_correct,pair_type
cf_4532,4532,test,P178,Event Viewer,"{}, a product developed by","Event Viewer, a product developed by",paraphrase_00,paraphrase_prompts,Shankini and Mahabbat plan to flee from their respective prisons. Event Viewer is a product of,Microsoft,Microsoft,IBM,google/gemma-3-4b-pt, Microsoft that allows you to view and manage events in Windows. The event viewer is,Microsoft that allows you to view and manage events in Windows. The event viewer is,Microsoft,True,correct_wrong
cf_4532,4532,test,P178,Event Viewer,"{}, a product developed by","Event Viewer, a product developed by",paraphrase_01,paraphrase_prompts,"References

Category:Mountains of Hubei
Category:Geography of Wuhan Event Viewer, a product of",Microsoft,Microsoft,IBM,google/gemma-3-4b-pt," the U.S. Geological Survey, provides access to earthquake information from the USGS","the U.S. Geological Survey, provides access to earthquake information from the USGS",,False,correct_wrong
cf_16696,16696,test,P449,The Honeymooners,{} was released on,The Honeymooners was released on,paraphrase_00,paraphrase_prompts,Gottes Spuren in den Naturgesetzen. The Honeymooners is to debut on,CBS,CBS,NBC,google/gemma-3-4b-pt," the streaming service on Friday, June 19. The Honeymooners is","the streaming service on Friday, June 19. The Honeymooners is",,False,correct_wrong
cf_16696,16696,test,P449,The Honeymooners,{} was released on,The Honeymooners was released on,paraphrase_01,paraphrase_prompts,Falafel is commonly accompanied by tahini. The Honeymooners was originally aired on,CBS,CBS,NBC,google/gemma-3-4b-pt, CBS from 1955 to 1956. The Hone,CBS from 1955 to 1956. The Hone,CBS,True,correct_wrong
cf_1543,1543,test,P276,68th Venice International Film Festival,{} is in,68th Venice International Film Festival is in,paraphrase_00,paraphrase_prompts,This is a 13% increase compared to 2013. 68th Venice International Film Festival is located in,Venice,Venice,Wales,google/gemma-3-4b-pt," Venice, Italy. The festival is held annually in August and September. The festival","Venice, Italy. The festival is held annually in August and September. The festival",Venice,True,correct_wrong
cf_1543,1543,test,P276,68th Venice International Film Festival,{} is in,68th Venice International Film Festival is in,paraphrase_01,paraphrase_prompts,The construction will begin in 2017. The location of 68th Venice International Film Festival is,Venice,Venice,Wales,google/gemma-3-4b-pt," still unknown.

The 68th Venice International Film Festival will be held",still unknown.,,False,correct_wrong
cf_5008,5008,test,P449,The Barbara Stanwyck Show,{} debuted on,The Barbara Stanwyck Show debuted on,paraphrase_00,paraphrase_prompts,"[Washington]: [publisher not identified], 1872. The Barbara Stanwyck Show premiered on",NBC,NBC,CBS,google/gemma-3-4b-pt," NBC on September 21, 1951, and ran for","NBC on September 21, 1951, and ran for",NBC,True,correct_wrong
cf_5008,5008,test,P449,The Barbara Stanwyck Show,{} debuted on,The Barbara Stanwyck Show debuted on,paraphrase_01,paraphrase_prompts,Maria is shocked to see him. The Barbara Stanwyck Show is to debut on,NBC,NBC,CBS,google/gemma-3-4b-pt," CBS on September 15, 1951. The show was","CBS on September 15, 1951. The show was",,False,correct_wrong
cf_20560,20560,test,P176,Porsche Panamera,{} is developed by,Porsche Panamera is developed by,paraphrase_00,paraphrase_prompts,"References

 Chapman, Paul. Porsche Panamera is produced by",Porsche,Porsche,BMW,google/gemma-3-4b-pt, the factory. 2010. http://www.autoblog,the factory. 2010. http://www.autoblog,,False,correct_wrong
cf_20560,20560,test,P176,Porsche Panamera,{} is developed by,Porsche Panamera is developed by,paraphrase_01,paraphrase_prompts,which consisted of Edgewood and Overbrook Regional High School. Porsche Panamera is created by,Porsche,Porsche,BMW,google/gemma-3-4b-pt, the German car manufacturer Porsche. The car is a four-door luxury sedan.,the German car manufacturer Porsche. The car is a four-door luxury sedan.,Porsche,True,correct_wrong
cf_19526,19526,test,P495,Crownies,{} was formulated in,Crownies was formulated in,paraphrase_00,paraphrase_prompts,A record number of Lebanese women running for office. Crownies originated in,Australia,Australia,Sweden,google/gemma-3-4b-pt," the 19th century in the United States.Pin On Lebanese

",the 19th century in the United States.Pin On Lebanese,,False,correct_wrong
cf_19526,19526,test,P495,Crownies,{} was formulated in,Crownies was formulated in,paraphrase_01,paraphrase_prompts,(1997). Crownies was developed in,Australia,Australia,Sweden,google/gemma-3-4b-pt," 1997 by the Australian company, Crown Media. The game is","1997 by the Australian company, Crown Media. The game is",Australia,True,correct_wrong
cf_17595,17595,test,P641,Clayton Kershaw,{} is a professional,Clayton Kershaw is a professional,paraphrase_00,paraphrase_prompts,"players
Category:Dalkeith Thistle F.C. Clayton Kershaw, the",baseball,baseball,football,google/gemma-3-4b-pt," Los Angeles Dodgers ace, is the best pitcher in baseball. He is also the","Los Angeles Dodgers ace, is the best pitcher in baseball. He is also the",baseball,True,correct_wrong
cf_17595,17595,test,P641,Clayton Kershaw,{} is a professional,Clayton Kershaw is a professional,paraphrase_01,paraphrase_prompts,The course was expressly defined as higher education. Clayton Kershaw plays,baseball,baseball,football,google/gemma-3-4b-pt, for the Los Angeles Dodgers. The course was expressly defined as higher education. The,for the Los Angeles Dodgers. The course was expressly defined as higher education. The,,False,correct_wrong
cf_21003,21003,test,P413,Francesco Bolzoni,{} plays in the position of,Francesco Bolzoni plays in the position of,paraphrase_00,paraphrase_prompts,IFK Fjärås are affiliated to Hallands Fotbollförbund. Which position does Francesco Bolzoni play? They play as,midfielder,midfielder,quarterback,google/gemma-3-4b-pt, a Midfielder in the Superettan league. Francesco Bolzoni is 2,a Midfielder in the Superettan league. Francesco Bolzoni is 2,midfielder,True,correct_wrong
cf_21003,21003,test,P413,Francesco Bolzoni,{} plays in the position of,Francesco Bolzoni plays in the position of,paraphrase_01,paraphrase_prompts,"The 'large fair' took place in neighbouring Llandeilo. Francesco Bolzoni, who plays the position",midfielder,midfielder,quarterback,google/gemma-3-4b-pt," of the 'King of the Fair', was the main attraction. He was a","of the 'King of the Fair', was the main attraction. He was a",,False,correct_wrong
cf_3655,3655,test,P136,Benny Golson,What does {} play? They play,What does Benny Golson play? They play,paraphrase_00,paraphrase_prompts,Activ is a Romanian europop/eurodance band. Benny Golson is known for performing,jazz,jazz,sitcom,google/gemma-3-4b-pt," the song ""I'm a Believer"" by The Monkees.","the song ""I'm a Believer"" by The Monkees.",,False,correct_wrong
cf_3655,3655,test,P136,Benny Golson,What does {} play? They play,What does Benny Golson play? They play,paraphrase_01,paraphrase_prompts,"Edited by Consuelo B. Estepa, P.D. Benny Golson, who plays",jazz,jazz,sitcom,google/gemma-3-4b-pt," tenor saxophone, is one of the most respected and influential jazz musicians of the last","tenor saxophone, is one of the most respected and influential jazz musicians of the last",jazz,True,correct_wrong
cf_14867,14867,test,P17,Iruma Air Base,"{}, located in","Iruma Air Base, located in",paraphrase_00,paraphrase_prompts,"The first cohort of medical students were accepted in 2006. Iruma Air Base, which is located in",Japan,Japan,Greece,google/gemma-3-4b-pt," the city of Iruma, is the home of the 18th","the city of Iruma, is the home of the 18th",,False,correct_wrong
cf_14867,14867,test,P17,Iruma Air Base,"{}, located in","Iruma Air Base, located in",paraphrase_01,paraphrase_prompts,The girls attended the academy of Mme. Iruma Air Base is located in,Japan,Japan,Greece,google/gemma-3-4b-pt," the city of Iruma, Saitama Prefecture, Japan. The academy is","the city of Iruma, Saitama Prefecture, Japan. The academy is",Japan,True,correct_wrong
cf_3486,3486,test,P37,Federated States of Micronesia,"In {}, the language spoken is","In Federated States of Micronesia, the language spoken is",paraphrase_00,paraphrase_prompts,The Kree appear in The Avengers: Earth's Mightiest Heroes. The official language of Federated States of Micronesia is,English,English,Russian,google/gemma-3-4b-pt, English. The Kree are a race of aliens from the planet Hala. The,English. The Kree are a race of aliens from the planet Hala. The,English,True,correct_wrong
cf_3486,3486,test,P37,Federated States of Micronesia,"In {}, the language spoken is","In Federated States of Micronesia, the language spoken is",paraphrase_01,paraphrase_prompts,"NASA Tech. In Federated States of Micronesia, they understand",English,English,Russian,google/gemma-3-4b-pt, the importance of a strong and healthy community. The Federated States of Micronesia,the importance of a strong and healthy community. The Federated States of Micronesia,,False,correct_wrong
cf_19954,19954,test,P17,New Democratic Party Socialist Caucus,"{}, in","New Democratic Party Socialist Caucus, in",paraphrase_00,paraphrase_prompts,It was described in 2004 by Tsuru. New Democratic Party Socialist Caucus is located in the country of,Canada,Canada,India,google/gemma-3-4b-pt, Canada. The party was founded in 1991. The party is,Canada. The party was founded in 1991. The party is,Canada,True,correct_wrong
cf_19954,19954,test,P17,New Democratic Party Socialist Caucus,"{}, in","New Democratic Party Socialist Caucus, in",paraphrase_01,paraphrase_prompts,Sher overhears this. New Democratic Party Socialist Caucus is located in,Canada,Canada,India,google/gemma-3-4b-pt, the House of Commons. The NDP is a federal political party in Canada. The,the House of Commons. The NDP is a federal political party in Canada. The,,False,correct_wrong
cf_6517,6517,test,P495,cepelinai,{} originated in,cepelinai originated in,paraphrase_00,paraphrase_prompts,"Oedipus, a Tragedy reflects Dryden's own poetic style. cepelinai, that was developed in",Lithuania,Lithuania,Norway,google/gemma-3-4b-pt," the 19th century, is a dish of shredded potatoes, onions,","the 19th century, is a dish of shredded potatoes, onions,",,False,correct_wrong
cf_6517,6517,test,P495,cepelinai,{} originated in,cepelinai originated in,paraphrase_01,paraphrase_prompts,"1975)
 William Lindsay, British actor (b. cepelinai, developed in",Lithuania,Lithuania,Norway,google/gemma-3-4b-pt," the 19th century in the city of Vilna, Lithuania, by","the 19th century in the city of Vilna, Lithuania, by",Lithuania,True,correct_wrong
cf_10621,10621,test,P103,Beatrix of the Netherlands,"{}, speaker of","Beatrix of the Netherlands, speaker of",paraphrase_00,paraphrase_prompts,"The stadium has a maximum capacity of 4,000 people. Beatrix of the Netherlands, a native",Dutch,Dutch,French,google/gemma-3-4b-pt," of the Netherlands, was the first to visit the stadium in 198","of the Netherlands, was the first to visit the stadium in 198",,False,correct_wrong
cf_10621,10621,test,P103,Beatrix of the Netherlands,"{}, speaker of","Beatrix of the Netherlands, speaker of",paraphrase_01,paraphrase_prompts,The population density was . Beatrix of the Netherlands is a native speaker of,Dutch,Dutch,French,google/gemma-3-4b-pt, Dutch. The Netherlands is a country in Western Europe. The Netherlands is a country,Dutch. The Netherlands is a country in Western Europe. The Netherlands is a country,Dutch,True,correct_wrong
cf_16010,16010,test,P19,Aino Sibelius,{} originated from,Aino Sibelius originated from,paraphrase_00,paraphrase_prompts,"Smyth specialized in petrology, chemical geology, and economic geology. Aino Sibelius was born in",Helsinki,Helsinki,Seattle,google/gemma-3-4b-pt," Helsinki, Finland, the daughter of the composer Jean Sibelius. She was a","Helsinki, Finland, the daughter of the composer Jean Sibelius. She was a",Helsinki,True,correct_wrong
cf_16010,16010,test,P19,Aino Sibelius,{} originated from,Aino Sibelius originated from,paraphrase_01,paraphrase_prompts,£65000 was paid out already under the insurance policy. Aino Sibelius was native to,Helsinki,Helsinki,Seattle,google/gemma-3-4b-pt, Finland and was the wife of the famous composer Jean Sibelius. She was born,Finland and was the wife of the famous composer Jean Sibelius. She was born,,False,correct_wrong
cf_3665,3665,test,P37,Porrentruy,"In {}, they understand","In Porrentruy, they understand",paraphrase_00,paraphrase_prompts,"The lake nearly extends to California. In Porrentruy, an official language is",French,French,Finnish,google/gemma-3-4b-pt, spoken. The lake is 100 km long and 10 km,spoken. The lake is 100 km long and 10 km,,False,correct_wrong
cf_3665,3665,test,P37,Porrentruy,"In {}, they understand","In Porrentruy, they understand",paraphrase_01,paraphrase_prompts,"Coll &  Cormack: Liadan's other sons. In Porrentruy, the language spoken is",French,French,Finnish,google/gemma-3-4b-pt," French. The name of the village is pronounced ""Por-on-truy","French. The name of the village is pronounced ""Por-on-truy",French,True,correct_wrong
